Year,County_FIPS,County,State,Obesity Percentage,Overall SVI,
2018,51157,Rappahannock County,Virginia,20.3,0.0213,
2018,51159,Richmond County,Virginia,29.2,0.6143,
2018,51760,Richmond City,Virginia,29.5,0.7729,
2018,51161,Roanoke County,Virginia,29,0.1312,
2018,51770,Roanoke City,Virginia,34.6,0.8038,
2018,51163,Rockbridge County,Virginia,26.8,0.1433,
2018,51165,Rockingham County,Virginia,30.3,0.3197,
2018,51167,Russell County,Virginia,27.5,0.4487,
2018,51775,Salem City,Virginia,28.4,0.3089,
2018,51169,Scott County,Virginia,27.8,0.6758,
2018,51171,Shenandoah County,Virginia,28.6,0.3643,
2018,51173,Smyth County,Virginia,23.6,0.7548,
2018,51175,Southampton County,Virginia,31.5,0.4755,
2018,51177,Spotsylvania County,Virginia,32.4,0.2159,
2018,51179,Stafford County,Virginia,29.3,0.1541,
2018,51790,Staunton City,Virginia,19.6,0.4449,
2018,51800,Suffolk City,Virginia,32.4,0.3468,
2018,51181,Surry County,Virginia,19,0.3659,
2018,51183,Sussex County,Virginia,29.8,0.9092,
2018,51185,Tazewell County,Virginia,37.5,0.5936,
2018,51810,Virginia Beach City,Virginia,28.7,0.1889,
2018,51187,Warren County,Virginia,29.5,0.2564,
2018,51191,Washington County,Virginia,29,0.3646,
2018,51820,Waynesboro City,Virginia,19.5,0.6013,
2018,51193,Westmoreland County,Virginia,25.4,0.292,
2018,51830,Williamsburg City,Virginia,18,0.385,
2018,51840,Winchester City,Virginia,19.4,0.722,
2018,51195,Wise County,Virginia,34.7,0.8599,
2018,51197,Wythe County,Virginia,30.2,0.3965,
2018,51199,York County,Virginia,22.4,0.1997,
2018,53001,Adams County,Washington,32.2,0.9621,
2018,53003,Asotin County,Washington,30.3,0.4248,
2018,53005,Benton County,Washington,35,0.514,
2018,53007,Chelan County,Washington,33.3,0.678,
2018,53009,Clallam County,Washington,27.1,0.6146,
2018,53011,Clark County,Washington,31.9,0.2857,
2018,53013,Columbia County,Washington,26.6,0.3146,
2018,53015,Cowlitz County,Washington,38.3,0.7885,
2018,53017,Douglas County,Washington,27.1,0.7707,
2018,53019,Ferry County,Washington,23.4,0.8223,
2018,53021,Franklin County,Washington,29.4,0.8691,
2018,53023,Garfield County,Washington,31.5,0.1834,
2018,53025,Grant County,Washington,33.5,0.8452,
2018,53027,Grays Harbor County,Washington,33.2,0.8392,
2018,53029,Island County,Washington,29.1,0.1857,
2018,53031,Jefferson County,Washington,20.3,0.2414,
2018,53033,King County,Washington,22.3,0.2854,
2018,53035,Kitsap County,Washington,29.3,0.2825,
2018,53037,Kittitas County,Washington,26.4,0.2831,
2018,53039,Klickitat County,Washington,25,0.5723,
2018,53041,Lewis County,Washington,31.2,0.7889,
2018,53043,Lincoln County,Washington,30,0.1984,
2018,53045,Mason County,Washington,32.7,0.6382,
2018,53047,Okanogan County,Washington,29.9,0.9255,
2018,53049,Pacific County,Washington,33.1,0.736,
2018,53051,Pend Oreille County,Washington,31.1,0.536,
2018,53053,Pierce County,Washington,31.5,0.4873,
2018,53055,San Juan County,Washington,19.3,0.0863,
2018,53057,Skagit County,Washington,28.5,0.5382,
2018,53059,Skamania County,Washington,31.2,0.2194,
2018,53061,Snohomish County,Washington,30.4,0.2755,
2018,53063,Spokane County,Washington,29.5,0.4825,
2018,53065,Stevens County,Washington,27.5,0.4615,
2018,53067,Thurston County,Washington,28.8,0.3299,
2018,53069,Wahkiakum County,Washington,29.9,0.1809,
2018,53071,Walla Walla County,Washington,28.3,0.6831,
2018,53073,Whatcom County,Washington,26,0.4541,
2018,53075,Whitman County,Washington,26.1,0.5108,
2018,53077,Yakima County,Washington,36,0.9277,
2018,54001,Barbour County,West Virginia,33.9,0.6513,
2018,54003,Berkeley County,West Virginia,37.7,0.4433,
2018,54005,Boone County,West Virginia,40.3,0.7041,
2018,54007,Braxton County,West Virginia,32.9,0.6646,
2018,54009,Brooke County,West Virginia,28.9,0.3306,
2018,54011,Cabell County,West Virginia,35.8,0.6245,
2018,54013,Calhoun County,West Virginia,24.8,0.5239,
2018,54015,Clay County,West Virginia,28.8,0.6885,
2018,54017,Doddridge County,West Virginia,22.1,0.3608,
2018,54019,Fayette County,West Virginia,37.1,0.764,
2018,54021,Gilmer County,West Virginia,27.8,0.7564,
2018,54023,Grant County,West Virginia,30.3,0.3675,
2018,54025,Greenbrier County,West Virginia,34.1,0.5557,
2018,54027,Hampshire County,West Virginia,33.4,0.6433,
2018,54029,Hancock County,West Virginia,36.9,0.4051,
2018,54031,Hardy County,West Virginia,32.8,0.285,
2018,54033,Harrison County,West Virginia,36.1,0.4089,
2018,54035,Jackson County,West Virginia,39,0.2529,
2018,54037,Jefferson County,West Virginia,30.1,0.2255,
2018,54039,Kanawha County,West Virginia,37.2,0.5656,
2018,54041,Lewis County,West Virginia,39,0.6761,
2018,54043,Lincoln County,West Virginia,38,0.6057,
2018,54045,Logan County,West Virginia,37.5,0.7471,
2018,54049,Marion County,West Virginia,35.2,0.4939,
2018,54051,Marshall County,West Virginia,33.8,0.2153,
2018,54053,Mason County,West Virginia,36.8,0.5497,
2018,54047,Mcdowell County,West Virginia,37.3,0.9029,
2018,54055,Mercer County,West Virginia,36.9,0.8089,
2018,54057,Mineral County,West Virginia,32.4,0.5933,
2018,54059,Mingo County,West Virginia,35.6,0.785,
2018,54061,Monongalia County,West Virginia,29.6,0.4111,
2018,54063,Monroe County,West Virginia,28.4,0.4662,
2018,54065,Morgan County,West Virginia,31,0.1764,
2018,54067,Nicholas County,West Virginia,34.7,0.5411,
2018,54069,Ohio County,West Virginia,28,0.3108,
2018,54071,Pendleton County,West Virginia,30.3,0.358,
2018,54073,Pleasants County,West Virginia,21.5,0.4468,
2018,54075,Pocahontas County,West Virginia,25,0.4971,
2018,54077,Preston County,West Virginia,33.4,0.5732,
2018,54079,Putnam County,West Virginia,38.1,0.0408,
2018,54081,Raleigh County,West Virginia,35.6,0.7685,
2018,54083,Randolph County,West Virginia,31.1,0.5806,
2018,54085,Ritchie County,West Virginia,33.5,0.364,
2018,54087,Roane County,West Virginia,36,0.6465,
2018,54089,Summers County,West Virginia,35.1,0.829,
2018,54091,Taylor County,West Virginia,32.1,0.4949,
2018,54093,Tucker County,West Virginia,23.3,0.3672,
2018,54095,Tyler County,West Virginia,27.9,0.2213,
2018,54097,Upshur County,West Virginia,29.3,0.6911,
2018,54099,Wayne County,West Virginia,38.4,0.6006,
2018,54101,Webster County,West Virginia,27.2,0.7487,
2018,54103,Wetzel County,West Virginia,31,0.4752,
2018,54105,Wirt County,West Virginia,24.3,0.3748,
2018,54107,Wood County,West Virginia,39.2,0.3723,
2018,54109,Wyoming County,West Virginia,31.9,0.6443,
2018,55001,Adams County,Wisconsin,27.9,0.5685,
2018,55003,Ashland County,Wisconsin,28.8,0.55,
2018,55005,Barron County,Wisconsin,34.2,0.3271,
2018,55007,Bayfield County,Wisconsin,25.8,0.099,
2018,55009,Brown County,Wisconsin,31.4,0.3299,
2018,55011,Buffalo County,Wisconsin,20.1,0.0576,
2018,55013,Burnett County,Wisconsin,23.6,0.1672,
2018,55015,Calumet County,Wisconsin,24.8,0.0182,
2018,55017,Chippewa County,Wisconsin,30.7,0.2105,
2018,55019,Clark County,Wisconsin,34.1,0.535,
2018,55021,Columbia County,Wisconsin,36.1,0.1204,
2018,55023,Crawford County,Wisconsin,25.2,0.3971,
2018,55025,Dane County,Wisconsin,22.6,0.1688,
2018,55027,Dodge County,Wisconsin,34.2,0.2019,
2018,55029,Door County,Wisconsin,24.2,0.0557,
2018,55031,Douglas County,Wisconsin,25.3,0.2748,
2018,55033,Dunn County,Wisconsin,32.3,0.1847,
2018,55035,Eau Claire County,Wisconsin,26.4,0.2175,
2018,55037,Florence County,Wisconsin,20.5,0.1452,
2018,55039,Fond Du Lac County,Wisconsin,30.1,0.2038,
2018,55041,Forest County,Wisconsin,22.6,0.5774,
2018,55043,Grant County,Wisconsin,29.7,0.1939,
2018,55045,Green County,Wisconsin,24.6,0.0529,
2018,55047,Green Lake County,Wisconsin,28.3,0.2869,
2018,55049,Iowa County,Wisconsin,24.9,0.0131,
2018,55051,Iron County,Wisconsin,24.1,0.3602,
2018,55053,Jackson County,Wisconsin,21.5,0.5003,
2018,55055,Jefferson County,Wisconsin,27.9,0.1854,
2018,55057,Juneau County,Wisconsin,25.2,0.378,
2018,55059,Kenosha County,Wisconsin,29.9,0.5111,
2018,55061,Kewaunee County,Wisconsin,29,0.0586,
2018,55063,La Crosse County,Wisconsin,24.1,0.2089,
2018,55065,Lafayette County,Wisconsin,21.5,0.1596,
2018,55067,Langlade County,Wisconsin,26,0.3535,
2018,55069,Lincoln County,Wisconsin,39.4,0.1013,
2018,55071,Manitowoc County,Wisconsin,28.4,0.1621,
2018,55073,Marathon County,Wisconsin,29.8,0.1443,
2018,55075,Marinette County,Wisconsin,26.9,0.2971,
2018,55077,Marquette County,Wisconsin,31.9,0.2596,
2018,55078,Menominee County,Wisconsin,39.7,0.7672,
2018,55079,Milwaukee County,Wisconsin,32.2,0.8061,
2018,55081,Monroe County,Wisconsin,29.2,0.4621,
2018,55083,Oconto County,Wisconsin,28.1,0.064,
2018,55085,Oneida County,Wisconsin,32.2,0.014,
2018,55087,Outagamie County,Wisconsin,30.7,0.0978,
2018,55089,Ozaukee County,Wisconsin,20.2,0.0134,
2018,55091,Pepin County,Wisconsin,20.5,0.1019,
2018,55093,Pierce County,Wisconsin,25.7,0.0806,
2018,55095,Polk County,Wisconsin,21.5,0.0873,
2018,55097,Portage County,Wisconsin,26.9,0.1653,
2018,55099,Price County,Wisconsin,28.7,0.1602,
2018,55101,Racine County,Wisconsin,36.8,0.4551,
2018,55103,Richland County,Wisconsin,25,0.3073,
2018,55105,Rock County,Wisconsin,33.1,0.4561,
2018,55107,Rusk County,Wisconsin,21.4,0.3465,
2018,55111,Sauk County,Wisconsin,32.3,0.2344,
2018,55113,Sawyer County,Wisconsin,31.6,0.4268,
2018,55115,Shawano County,Wisconsin,29.4,0.1382,
2018,55117,Sheboygan County,Wisconsin,30.8,0.2245,
2018,55109,St. Croix County,Wisconsin,21.7,0.0146,
2018,55119,Taylor County,Wisconsin,32.4,0.2,
2018,55121,Trempealeau County,Wisconsin,26.8,0.2812,
2018,55123,Vernon County,Wisconsin,23.6,0.3834,
2018,55125,Vilas County,Wisconsin,25.3,0.1395,
2018,55127,Walworth County,Wisconsin,28.1,0.2688,
2018,55129,Washburn County,Wisconsin,28.3,0.108,
2018,55131,Washington County,Wisconsin,27.3,0.0099,
2018,55133,Waukesha County,Wisconsin,24.7,0.0194,
2018,55135,Waupaca County,Wisconsin,30.4,0.1815,
2018,55137,Waushara County,Wisconsin,29.7,0.3653,
2018,55139,Winnebago County,Wisconsin,36.1,0.1608,
2018,55141,Wood County,Wisconsin,23.7,0.1535,
2018,56001,Albany County,Wyoming,25.5,0.2494,
2018,56003,Big Horn County,Wyoming,32.1,0.3955,
2018,56005,Campbell County,Wyoming,30.9,0.3315,
2018,56007,Carbon County,Wyoming,32.6,0.5029,
2018,56009,Converse County,Wyoming,30.4,0.2048,
2018,56011,Crook County,Wyoming,27,0.0328,
2018,56013,Fremont County,Wyoming,27.6,0.5624,
2018,56015,Goshen County,Wyoming,30.1,0.3264,
2018,56017,Hot Springs County,Wyoming,25.7,0.1229,
2018,56019,Johnson County,Wyoming,23.6,0.1774,
2018,56021,Laramie County,Wyoming,29.6,0.2697,
2018,56023,Lincoln County,Wyoming,23.7,0.0809,
2018,56025,Natrona County,Wyoming,30.3,0.2952,
2018,56027,Niobrara County,Wyoming,22.5,0.336,
2018,56029,Park County,Wyoming,25.3,0.0659,
2018,56031,Platte County,Wyoming,25.5,0.0952,
2018,56033,Sheridan County,Wyoming,27.5,0.0895,
2018,56035,Sublette County,Wyoming,23.9,0.0293,
2018,56037,Sweetwater County,Wyoming,31,0.3701,
2018,56039,Teton County,Wyoming,10.5,0.1127,
2018,56041,Uinta County,Wyoming,33.2,0.4522,
2018,56043,Washakie County,Wyoming,25.4,0.3732,
2018,56045,Weston County,Wyoming,32,0.3475,
